id,data_criacao,titulo,cidade,estado,tipo_problema,resolvido:bool,conteudo,tipo_postagem,ordem_da_interacao,tipo_interacao,id_pai,nome_completo_empresa,nome_curto_empresa,site_empresa,categoria_empresa
p48CTdIIRIezEESR,2021-09-20,SUAM não devolve meu dinheiro,Rio de Janeiro,RJ,Devolução de Valores,True,"Bom, pela ouvidoria, ruim pelo setor financeiro",interaction,2,FINAL_ANSWER,hRfB5dDXUMY-XZYd,UNISUAM - Centro Universitário Augusto Motta,unisuam-centro-universitario-augusto-motta,http://www.unisuam.edu.br,"['Universidades e Faculdades', 'Ensino a Distância']"
qZw83xvf2uXr9rA7,2021-06-01,Painel de Controle (Cliente) fora do ar a mais de 24 horas,Araxá,MG,Fora do Ar,False,"O acesso ao painel do cliente onde administramos todas as informações da hospedagem/revenda está fora do ar a mais de 24 horas e ao solicitar o suporte da Kinghost, a única resposta é: &quot; O painel segue sem previsão de retorno, você pode acompanhar o andamento pela páginahttps://status.kinghost.net.br &quot;. E não disponibilizam uma outra alternativa ao cliente, como por exemplo, realização de solicitações pelas centrais de atendimento.

Sou cliente da Kinghost a mais de 10 anos, sempre foi um excelente servidor de hospedagem de sites e e-mails, porém, coincidentemente, desde que a empresa foi vendida para o grupo Locaweb, diversos problemas deste nível vem acontecendo, seja site fora do ar, e-mails, painel, lentidão dos serviços, entre outros. E sempre no final é a mesma desculpa padrão para todos os clientes. E o pagamento da fatura sempre vem exatamente o mesmo valor.",complaint,0,COMPLAINT,qZw83xvf2uXr9rA7,KingHost,kinghost-hospedagem-de-sites,http://www.kinghost.com.br,['Provedores e serv. de internet']
ts5rirk2i-RR7H5H,2021-06-03,Painel de Controle (Cliente) fora do ar a mais de 24 horas,Araxá,MG,Fora do Ar,False,"Olá, Juliano!

Tentei contato com você, mas infelizmente sem sucesso, sendo assim formalizei via e-mail ju*****@cli****.com.

Conforme frisei, desde o dia 31/05, passamos por dificuldades envolvendo nosso Painel de Controle, das quais foram expostas e esclarecidas via Status Page (https://status.kinghost.net.br/). Via e-mail, lhe passei mais informações sobre seu cadastro e acompanhamento. Saliento que gostaria de conversar contigo via telefone para demais ajustes.

Peço desculpas pelos empecilhos gerados e saiba que pode contar comigo sempre que precisar.

Abraços e um ótimo dia!

Fernanda S.
Setor de Ouvidoria Kinghost",interaction,1,ANSWER,qZw83xvf2uXr9rA7,KingHost,kinghost-hospedagem-de-sites,http://www.kinghost.com.br,['Provedores e serv. de internet']
kwW0sxnUSKjfvZhJ,2021-06-03,Painel de Controle (Cliente) fora do ar a mais de 24 horas,Araxá,MG,Fora do Ar,False,"Lembrando que o problema continuou nos dias 01 e 02, somente hoje 03/06 o acesso voltou. Foram 3 (TRÊS) dias sem acesso ao painel com nossos clientes ameaçando o cancelamento de contratos pois não estávamos atendendo as solicitações.",interaction,2,REPLY,qZw83xvf2uXr9rA7,KingHost,kinghost-hospedagem-de-sites,http://www.kinghost.com.br,['Provedores e serv. de internet']
L9C7U6GEncRcF7PZ,2021-06-04,Painel de Controle (Cliente) fora do ar a mais de 24 horas,Araxá,MG,Fora do Ar,False,"Olá, Juliano!

Primeiramente, agradeço nossa conversa via telefone!

Fico feliz que tenhamos alinhado situação. Realizei os ajustes em teu cadastro e expus via e-mail, conforme acordamos.

Sempre que precisar me chame!

Abraços e um ótimo final de semana!

Fernanda S.
Setor de Ouvidoria KingHost",interaction,3,COMPANY_REPLY,qZw83xvf2uXr9rA7,KingHost,kinghost-hospedagem-de-sites,http://www.kinghost.com.br,['Provedores e serv. de internet']
WgaYXhaCIYyGcbQ1,2022-04-06,Entrega sem consulta documento,Gramado,RS,,False,"Mais uma vez, passando pelo problema dos correios que entrega as mercadorias pra qualquer um que aparece sem pedir os documentos, é triste pra uma empresa que domina o mercado, mas o jeito é sempre procurar outras transportadoras.
Quem paga o parto são os vendedores que tentam ajudar. ",complaint,0,COMPLAINT,WgaYXhaCIYyGcbQ1,Correios ,correios,http://www.correios.com.br,[]
WyBczPeNZ25mmSe6,2022-04-07,Entrega sem consulta documento,Gramado,RS,,False,"Olá, Sanderson!

Por gentileza nos informar o código de rastreamento para verificarmos a situação do objeto.  

Aguardaremos o seu retorno

Central de Atendimento aos Clientes dos Correios",interaction,1,ANSWER,WgaYXhaCIYyGcbQ1,Correios ,correios,http://www.correios.com.br,[]
r-198elw9IBUOPX6,2022-05-05,NÃO ENTREGARAM O MEU PRODUTO,Timóteo,MG,Atraso na entrega,False,"Comprei  um pc junto a essa famigerada empresa no dia 02/05/22, sob o número pedido 02-945087951. Hoje, dia 05/05/22 recebi mensagem no meu zap e no meu e-mail em que ela afirma que o meu pedido me foi entregue. Também está registrado na seção meus pedidos da minha conta no site que o produto me foi entregue. SÓ QUE NÃO RECEBI NADA. A MINHA COMPRA NÃO CHEGOU. Exijo uma explicação imediata.
Pelo que vi no acompanhamento da entrega, me parece que eles entregaram numa outra cidade, longe da minha, e anunciam que me entregaram o prduto. OU RESOLVEM ESSE PROBLEMA OU LEVO TUDO NO JUIZADO ESPECIA. O site dessa empresa é tão ruim, que não tem nenhum tipo de contato que a gente possa contatar para ver o problema. Não tem endereço eletrônico em chat, nem 0800. AMERICANAS.. EXIJO UMA EXPLICAÇÃO.",complaint,0,COMPLAINT,r-198elw9IBUOPX6,Americanas Marketplace,americanas-marketplace,http://www.americanas.com.br,"['Marketplace', 'Higiene e Limpeza Pessoal', 'Higiene e limpeza doméstica', 'Higiene Bucal', 'Utilidades domésticas', 'Acessórios para Carros', 'Acessórios para Celulares, Tablets e Computadores', 'Óculos, Lentes e Acessórios', 'Relógios', 'Jóias e Relojoarias', 'Acessórios de Vestuário', 'Informática', 'Eletroeletrônicos', 'Eletrodomésticos', 'Cama, Mesa e Banho', 'Livros', 'Corpo e Banho', 'Corpo e Banho Infantil', 'Moda Feminina', 'Moda Masculina', 'Moda Infantil', 'Calçados Masculinos', 'Calçados Femininos', 'Calçados Infantis', 'Calçados Esportivos']"
wPMp0Uzb-WtII0J4,2022-05-06,NÃO ENTREGARAM O MEU PRODUTO,Timóteo,MG,Atraso na entrega,False,"Olá, Guilherme. Bom dia, tudo bem? eu espero que sim. :)

Já acionei a transportadora responsável por sua entrega para que possam verificar o ocorrido, vamos correr para resolvermos o seu problema o mais rápido possível! Enviei maiores informações via mensagem privada. Ah! E se precisar de qualquer ajuda, não hesite em me contatar espero continuar contando com a sua confiança e preferência

Qualquer dúvida ou problema que estiver estou a disposição, me acione.

Por favor, deixe sua manifestação em aberto até resolvermos para que possamos interagir. Não avalie o atendimento até a finalização do caso por favor, se avaliar não consigo mais tratar a pendencia.

Estarei deixando meus contatos abaixo para se caso tenha alguma dúvida me acione, mas geralmente sempre te respondo pelo site do Reclame Aqui. 🙂

Atenciosamente, Elen Carolyne
Serviço de Atendimento ao Cliente
Atendimento Especial - Americanas Marketplace
Segunda à Sexta das 08:00 ás 17:30",interaction,1,ANSWER,r-198elw9IBUOPX6,Americanas Marketplace,americanas-marketplace,http://www.americanas.com.br,"['Marketplace', 'Higiene e Limpeza Pessoal', 'Higiene e limpeza doméstica', 'Higiene Bucal', 'Utilidades domésticas', 'Acessórios para Carros', 'Acessórios para Celulares, Tablets e Computadores', 'Óculos, Lentes e Acessórios', 'Relógios', 'Jóias e Relojoarias', 'Acessórios de Vestuário', 'Informática', 'Eletroeletrônicos', 'Eletrodomésticos', 'Cama, Mesa e Banho', 'Livros', 'Corpo e Banho', 'Corpo e Banho Infantil', 'Moda Feminina', 'Moda Masculina', 'Moda Infantil', 'Calçados Masculinos', 'Calçados Femininos', 'Calçados Infantis', 'Calçados Esportivos']"
sfv7arrTJT5pulil,2022-05-09,NÃO ENTREGARAM O MEU PRODUTO,Timóteo,MG,Atraso na entrega,False,"O produto me foi entregue horas depois, pq foi entregue a um vizinho, coisa que não autorize3i. E se  acontecesse de o vizinho danificar o produto? Como ficaria. Mas surgiu um outro impasse e que aproveitar esta reclamação para levantar uma outra. Se for preciso, vou levantar uma outra. O pc veio com Windows pré-instalado, mas não veio com o produto key, que normalmente, é enviada por email na confirmação da compra do produto, ou  numa etiqueta anexada no CPU. Fiz a reclamação, mas eles estão alegando que não há necessidade do produto key, que nesse caso ele não precisa ser enviado. TUDO MENTIRA. Lembrando que o produto key representa para o pc o que o chassi representa para o carro, ou o RG para o homem. E se não vem com o produto key, ele deve ser considerado pirata. Ou seja, acuso as americanas.com de estar vendendo produto pirata ao consumidor. Já denunciei isso a Microsoft, e estou aguardando resposta.  Em vista dos fatos, até desconfio que os componentes instalados no CPU que comprei também sejam piratas. Quis até  abrir o gabinete para verificar, mas tem o selo da garantia que não pode ser rompido. Por isso resolvi esperar uma posição profissional da americanas. com EXIJO QUE ME ENVIEM O PRODUTO KEY DO MEU PC (WINDOWS), OU ABRIREI UM PROCESSO NO PEQUENAS CAUSAS COM A AMERICANAS.COM, ACUSANDO-A DE VENDER PRODUTOS PIRATAS;",interaction,2,REPLY,r-198elw9IBUOPX6,Americanas Marketplace,americanas-marketplace,http://www.americanas.com.br,"['Marketplace', 'Higiene e Limpeza Pessoal', 'Higiene e limpeza doméstica', 'Higiene Bucal', 'Utilidades domésticas', 'Acessórios para Carros', 'Acessórios para Celulares, Tablets e Computadores', 'Óculos, Lentes e Acessórios', 'Relógios', 'Jóias e Relojoarias', 'Acessórios de Vestuário', 'Informática', 'Eletroeletrônicos', 'Eletrodomésticos', 'Cama, Mesa e Banho', 'Livros', 'Corpo e Banho', 'Corpo e Banho Infantil', 'Moda Feminina', 'Moda Masculina', 'Moda Infantil', 'Calçados Masculinos', 'Calçados Femininos', 'Calçados Infantis', 'Calçados Esportivos']"
j7SLI_2zyHBnpLmw,2020-06-29,Mouse não funciona,São Paulo,SP,Má qualidade,False,"Adquiri um mouse sem fio da Bright no hipermercado Extra, num primeiro momento funcionou perfeitamente, mas após alguns dias de pouquíssimo uso ele parou de funcionar, notei que o led vermelho embaixo dele não estava acendendo, tirando e colocando as pilhas, o led acendia e apagava e o mouse não funcionou mais. É um mouse de qualidade muito ruim, em poucos dias apresentou problemas, o mercado Extra não me deu suporte algum e não consigo contato com a Bright, NÃO RECOMENDO PRODUTOS DA BRIGHT.",complaint,0,COMPLAINT,j7SLI_2zyHBnpLmw,Bright importadora,bright-importadora,http://www.bright.com.br,"['Foto e Vídeo', 'Informática', 'Celulares e Smartphones']"
Q_OqA_-9MYfEPVR3,2020-07-01,Mouse não funciona,São Paulo,SP,Má qualidade,False,"Prezado cliente boa tarde!

Pedimos desculpas pelo transtorno.

Estamos entrando em contato via e-mail para resolvermos seu problema o mais rápido possível.

Att.

Equipe Suporte",interaction,1,ANSWER,j7SLI_2zyHBnpLmw,Bright importadora,bright-importadora,http://www.bright.com.br,"['Foto e Vídeo', 'Informática', 'Celulares e Smartphones']"
fGKIspTTMdFgbbc0,2020-07-13,Mouse não funciona,São Paulo,SP,Má qualidade,False,"Não recebi nenhum e-mail da empresa BRIGHT, continuo com o problema sem solução e não vejo empenho da empresa em soluciona-lo, foi uma grande decepção e perda de dinheiro comprar esse mouse de péssima qualidade da empresa BRIGHT, é um instrumento essencial para utilização de um computador, fiz a reclamação no dia 29/6 e até agora a BRIGHT não se dispôs a em resolver, NÃO ADQUIRAM PRODUTOS BRIGHT.",interaction,2,REPLY,j7SLI_2zyHBnpLmw,Bright importadora,bright-importadora,http://www.bright.com.br,"['Foto e Vídeo', 'Informática', 'Celulares e Smartphones']"
eYCCEKn_yNghpGOF,2020-07-14,Mouse não funciona,São Paulo,SP,Má qualidade,False,"Prezado, boa tarde!

Encaminhamos um e mail para o Sr. dia 01/07 porém não houve retorno. Iremos encaminhar novamente, favor verificar o recebimento do mesmo.

Att;

Equipe de Suporte",interaction,3,COMPANY_REPLY,j7SLI_2zyHBnpLmw,Bright importadora,bright-importadora,http://www.bright.com.br,"['Foto e Vídeo', 'Informática', 'Celulares e Smartphones']"
h4pi9vecOZ7D-C6G,2020-09-07,Mouse não funciona,São Paulo,SP,Má qualidade,False,"a todos que estão lendo essa mensagem, FIQUEM LONGE DESSA EMPRESA BRIGTH, produtos de péssima qualidade, péssimo atendimento ao cliente, péssimo pós vendas, perdi meu dinheiro, fiquei sem o mouse e não fui reembolsado, um atendimento arrogante de Karine Soares e depois de um suporte técnico que não se identificou, risquem o nome BRIGTH ou terão dor de cabeça, repito, PÉSSIMO ATENDIMENTO AO CLIENTE, essas mercadorias de péssima qualidade são vendidas nas lojas EXTRA, fiquem atentos e se afastem dessa BRIGTH.",interaction,4,REPLY,j7SLI_2zyHBnpLmw,Bright importadora,bright-importadora,http://www.bright.com.br,"['Foto e Vídeo', 'Informática', 'Celulares e Smartphones']"
gUlg819mHZFwECmQ,2020-09-08,Mouse não funciona,São Paulo,SP,Má qualidade,False,"Prezado cliente bom dia!

Pedimos desculpas pelo transtorno.

Estamos entrando em contato via e-mail para resolvermos seu problema o mais rápido possível.

Att.

Equipe Suporte",interaction,5,COMPANY_REPLY,j7SLI_2zyHBnpLmw,Bright importadora,bright-importadora,http://www.bright.com.br,"['Foto e Vídeo', 'Informática', 'Celulares e Smartphones']"
vxg3B9kxhR0e5e_k,2022-03-07,Pratica Abusiva,Araçás,BA,Cobrança de seguro gratuito,False,"Ja é a segunda vez em menos de 06 meses que fico transtornado na loja da Magazine Luiza, e não se resolve nada, é somente enganado. Fui na Loja da magazine Luiza no dia 18/02/2022, eu, Minha namaroda ( a titular) e minha sogra, fizemos duas compras, uma maquina de lavar brastemp e uma smart tv da TCL. No final da venda ele nos informou que ganhamos o &quot;Magalu Conecta&quot; e que era gratuito, o vendedor falou que so precisaríamos assinar o seguro e etc, eu falei tudo bem, mas qual a carência, ele falou 07 dias, Imediatamente eu pensei, assim que chegar em casa eu leio.. assim que fiz a leitura do documento, dentro da carencia, eu vi as cobranças e que não era gratuita. Tentei ligar para os numeros que tem no seguro e é um jogando para outro setor, sempre ficando nesse joga-joga. Estou totalmente transtornado com a magazine por duas praticas abusivas, com pessoas que estao diretamente ligados a mim, e todas as duas é eu que estou tentando resolver, e nada se resolve! isto se enquadra como pratica abusiva e o outro problema que não se resolve se enquadra no artigo 26 do CDC que foi resolvido em partes porem não concluido!",complaint,0,COMPLAINT,vxg3B9kxhR0e5e_k,Magazine Luiza - Loja Física,magazine-luiza-loja-fisica,http://www.magazineluiza.com.br,"['Acessórios para Carros', 'Cama, Mesa e Banho', 'Higiene e Limpeza Pessoal', 'Equipamentos de academia', 'Relógios', 'Acessórios de Vestuário', 'Foto e Vídeo', 'Informática', 'Eletroeletrônicos', 'Eletrodomésticos', 'Eletroportáteis', 'Utilidades domésticas', 'Celulares e Smartphones', 'Telefones fixos (aparelhos)', 'Brinquedos e jogos', 'Games e Jogos', 'Colchões', 'Corpo e Banho', 'Suplementos Alimentares', 'Acessórios para Bebê', 'Chuveiros e Aquecedores', 'Móveis Modulados', 'Móveis em Geral']"
QJmXCM-mc2Pv-Lm_,2022-03-08,Pratica Abusiva,Araçás,BA,Cobrança de seguro gratuito,False,"Olá, Marcus! Tudo bem?

Peço desculpas pelo transtorno. Estamos trabalhando duro para que problemas como esses não apareçam. 

O cancelamento foi concluído com sucesso. E em relação ao estorno é importante que você saiba que ele não é imediato e que pode demorar até 30 dias para que você tenha essa questão solucionada, isso tudo, de acordo com as exigências da sua administradora de cartão. Sendo assim, dependendo da data da finalização do cancelamento e o envio da informação para a administradora do cartão de crédito e a data escolhida para o fechamento do cartão, pode ser que não entre naquele mesmo mês do cancelamento.

Deixamos aqui nossos sinceros agradecimentos por nos dar essa oportunidade de poder te ajudar com isso, e qualquer coisa que precisar é só falar! 

Agradecemos a sua confiança em nosso atendimento.
Matheus | Reclame Aqui MAGALU.",interaction,1,ANSWER,vxg3B9kxhR0e5e_k,Magazine Luiza - Loja Física,magazine-luiza-loja-fisica,http://www.magazineluiza.com.br,"['Acessórios para Carros', 'Cama, Mesa e Banho', 'Higiene e Limpeza Pessoal', 'Equipamentos de academia', 'Relógios', 'Acessórios de Vestuário', 'Foto e Vídeo', 'Informática', 'Eletroeletrônicos', 'Eletrodomésticos', 'Eletroportáteis', 'Utilidades domésticas', 'Celulares e Smartphones', 'Telefones fixos (aparelhos)', 'Brinquedos e jogos', 'Games e Jogos', 'Colchões', 'Corpo e Banho', 'Suplementos Alimentares', 'Acessórios para Bebê', 'Chuveiros e Aquecedores', 'Móveis Modulados', 'Móveis em Geral']"
8a9sLI-qPQN90IgU,2022-04-11,VALIDAÇÃO DE IDENTIDADE ,Nerópolis,GO,Login-Senha,False,"Já tem mais de 20 dias que estou tentando entrar na minha conta, é só mudar o número de login, eles não fazem nenhum tipo de esforço pra ajudar ninguém. Só preciso de um dinheiro que caiu na minha conta. Amanhã estarei indo tomar providências ",complaint,0,COMPLAINT,8a9sLI-qPQN90IgU,Mercado Pago,mercado-pago,http://www.mercadopago.com,"['Meios de pagamentos eletrônicos', 'Problemas com o Atendimento', 'Ecommerce Local', 'Diversos', 'Equipamentos de Beleza e Estética']"
igg3jH1Lp7rjoO9v,2022-04-11,VALIDAÇÃO DE IDENTIDADE ,Nerópolis,GO,Login-Senha,False,"Boa tarde, Joicymara!

Excluímos o número de telefone associado a sua conta. Para recuperar seu acesso entre no site Mercado Livre ou Mercado Pago, insira seu usuário e selecione a opção “Não sei a minha senha”. Em seguida, enviaremos um código para seu e-mail que deve ser utilizado para acessar sua conta.

Para que sua conta esteja sempre protegida, é importante que nunca compartilhe sua senha e dados com outras pessoas e que mantenha sempre seus dados pessoais atualizados.

Conheça mais dicas acessando Ajuda > Segurança

Atenciosamente,
Mercado Pago.",interaction,1,ANSWER,8a9sLI-qPQN90IgU,Mercado Pago,mercado-pago,http://www.mercadopago.com,"['Meios de pagamentos eletrônicos', 'Problemas com o Atendimento', 'Ecommerce Local', 'Diversos', 'Equipamentos de Beleza e Estética']"
Q-jJhFnLymob2K4W,2022-04-08,Exclusão de cadastro,Aracaju,SE,Mau atendimento,True,"É um absurdo não haver uma opção direta para a exclusão do cadastro caso seja da vontade do cliente.

Procurei por todo o site e faq mas não vi nenhuma informação sobre quais passos seguir caso eu queria excluir o meu cadastro permanentemente, visto que nunca ou praticamente nunca o usei e não pretendo utilizar no futuro.

Por isso, solicito a exclusão total do cadastro vinculado ao mesmo e-mail que utilizo nesta reclamação. ",complaint,0,COMPLAINT,Q-jJhFnLymob2K4W,americanas - Loja Online,americanas-com-loja-online,http://www.americanas.com.br,"['Acessórios para Carros', 'Cama, Mesa e Banho', 'Higiene e Limpeza Pessoal', 'Equipamentos de academia', 'Relógios', 'Acessórios de Vestuário', 'Bolsas e Malas', 'Foto e Vídeo', 'Informática', 'Eletroeletrônicos', 'Eletrodomésticos', 'Eletroportáteis', 'Utilidades domésticas', 'Celulares e Smartphones', 'Telefones fixos (aparelhos)', 'Bebidas', 'Bebidas alcoólicas', 'Brinquedos e jogos', 'Games e Jogos', 'Revelação de Fotos', 'Pets Alimentos', 'Pets Produtos e Acessórios', 'Colchões', 'Perfumarias', 'Livros', 'Material Escolar e Escritórios', 'Corpo e Banho', 'Higiene e limpeza doméstica', 'Óculos, Lentes e Acessórios', 'Suplementos Alimentares', 'Acessórios para Bebê', 'Artigos para bebê', 'Chuveiros e Aquecedores', 'Instrumentos musicais', 'Acessórios para Motos', 'Pneus', 'Bomboniere', 'Mercearia', 'Matinais', 'Móveis Modulados', 'Móveis em Geral', 'Calçados Femininos', 'Calçados Masculinos', 'Alimentos Diet e Light', 'Equipamentos de Beleza e Estética', 'Corpo e Banho Infantil', 'Troca de Fraldas', 'Maquiagem', 'Mãos e Pés', 'Higiene Bucal', 'Cabelos', 'Calçados Infantis', 'Táxi']"
6SP4YkUS6OlbNMej,2022-04-08,Exclusão de cadastro,Aracaju,SE,Mau atendimento,True,"Oiie  Joanita , Bom dia! tudo bem?

É um enorme prazer tê-la(o) como nossa cliente ! Você é muito importante para nós !

Faço parte da equipe do Reclame Aqui, atendimento especial da Americanas.com , estou aqui para ajuda-la ;

Lamentamos o ocorrido, informo que esse não é o padrão de atendimento da Americanas.

Encaminhamos via mensagem privada, todas informações necessárias. Caso não encontre verifique na sua caixa de Spam.

Caso tenha alguma dúvida e queira sanar por favor me acione respondendo a essa mensagem privada que é enviada diretamente para o seu e-mail que está cadastrado no site do Reclame Aqui, no meu horário de atendimento de Segunda a Sexta das 08h00 ás 17h00.

Esperamos continuar contando com sua confiança e preferência.

Atenciosamente,
Renata Cerboncini
Serviço de Atendimento ao Cliente
Assistente de Atendimento - Atendimento Especial
Segunda à sexta das 08:00 às 17h30",interaction,1,ANSWER,Q-jJhFnLymob2K4W,americanas - Loja Online,americanas-com-loja-online,http://www.americanas.com.br,"['Acessórios para Carros', 'Cama, Mesa e Banho', 'Higiene e Limpeza Pessoal', 'Equipamentos de academia', 'Relógios', 'Acessórios de Vestuário', 'Bolsas e Malas', 'Foto e Vídeo', 'Informática', 'Eletroeletrônicos', 'Eletrodomésticos', 'Eletroportáteis', 'Utilidades domésticas', 'Celulares e Smartphones', 'Telefones fixos (aparelhos)', 'Bebidas', 'Bebidas alcoólicas', 'Brinquedos e jogos', 'Games e Jogos', 'Revelação de Fotos', 'Pets Alimentos', 'Pets Produtos e Acessórios', 'Colchões', 'Perfumarias', 'Livros', 'Material Escolar e Escritórios', 'Corpo e Banho', 'Higiene e limpeza doméstica', 'Óculos, Lentes e Acessórios', 'Suplementos Alimentares', 'Acessórios para Bebê', 'Artigos para bebê', 'Chuveiros e Aquecedores', 'Instrumentos musicais', 'Acessórios para Motos', 'Pneus', 'Bomboniere', 'Mercearia', 'Matinais', 'Móveis Modulados', 'Móveis em Geral', 'Calçados Femininos', 'Calçados Masculinos', 'Alimentos Diet e Light', 'Equipamentos de Beleza e Estética', 'Corpo e Banho Infantil', 'Troca de Fraldas', 'Maquiagem', 'Mãos e Pés', 'Higiene Bucal', 'Cabelos', 'Calçados Infantis', 'Táxi']"
rQo9-wP0_wngfQYk,2022-04-08,Exclusão de cadastro,Aracaju,SE,Mau atendimento,True,Resolvido.,interaction,2,FINAL_ANSWER,Q-jJhFnLymob2K4W,americanas - Loja Online,americanas-com-loja-online,http://www.americanas.com.br,"['Acessórios para Carros', 'Cama, Mesa e Banho', 'Higiene e Limpeza Pessoal', 'Equipamentos de academia', 'Relógios', 'Acessórios de Vestuário', 'Bolsas e Malas', 'Foto e Vídeo', 'Informática', 'Eletroeletrônicos', 'Eletrodomésticos', 'Eletroportáteis', 'Utilidades domésticas', 'Celulares e Smartphones', 'Telefones fixos (aparelhos)', 'Bebidas', 'Bebidas alcoólicas', 'Brinquedos e jogos', 'Games e Jogos', 'Revelação de Fotos', 'Pets Alimentos', 'Pets Produtos e Acessórios', 'Colchões', 'Perfumarias', 'Livros', 'Material Escolar e Escritórios', 'Corpo e Banho', 'Higiene e limpeza doméstica', 'Óculos, Lentes e Acessórios', 'Suplementos Alimentares', 'Acessórios para Bebê', 'Artigos para bebê', 'Chuveiros e Aquecedores', 'Instrumentos musicais', 'Acessórios para Motos', 'Pneus', 'Bomboniere', 'Mercearia', 'Matinais', 'Móveis Modulados', 'Móveis em Geral', 'Calçados Femininos', 'Calçados Masculinos', 'Alimentos Diet e Light', 'Equipamentos de Beleza e Estética', 'Corpo e Banho Infantil', 'Troca de Fraldas', 'Maquiagem', 'Mãos e Pés', 'Higiene Bucal', 'Cabelos', 'Calçados Infantis', 'Táxi']"
kg71JNZGe1pOSKY_,2022-04-08,"Devido atraso no pagamento, o Mercado Crédito não está disponível em minha conta, sendo que quitei tudo fielmente.",Sorocaba,SP,Não está ativado,False,"Paguei todas minhas dívidas do Mercado Credito, com a finalidade de poder continuar utilizando este serviço, paguei tudo, compro sempre pelo Mercado Livre, faço transações pelo Mercado Pago e estou a fim de ativar o recurso de portabilidade de salário, mesmo assim vocês do Mercado pago não podem me disponibilizar novamente um credito? Mesmo que seja menor? Fui honesto com vocês e quitei minhas pendências, podem ajudar neste caso? Obrigado.",complaint,0,COMPLAINT,kg71JNZGe1pOSKY_,Mercado Pago,mercado-pago,http://www.mercadopago.com,"['Meios de pagamentos eletrônicos', 'Problemas com o Atendimento', 'Ecommerce Local', 'Diversos', 'Equipamentos de Beleza e Estética']"
Y19t0rxydKwbhLo7,2022-04-11,"Devido atraso no pagamento, o Mercado Crédito não está disponível em minha conta, sendo que quitei tudo fielmente.",Sorocaba,SP,Não está ativado,False,"Olá, Rogerio!

Analisamos sua conta e vimos que a linha de crédito que possuía foi desativada, por isso, quando foi efetuar o pagamento a opção de Mercado Crédito não apareceu.

Isso não significa que há algum erro em sua conta. Nosso sistema faz diversas análises mensais considerando a utilização da linha de crédito e pagamentos dentro do prazo de vencimento das parcelas e o valor mais adequado ao seu perfil. 

Nossa equipe está trabalhando para que todos os nossos clientes possam usar o Mercado Crédito, fazendo compras parceladas sem precisar de um cartão de crédito.
Basta ir acompanhando sua conta assim que ativarmos uma nova linha do Mercado Crédito ao seu perfil, notificaremos você para que possa aproveitar o benefício e utilizar seu limite para realizar compras e pagamentos.  

Atenciosamente,
Mercado Pago",interaction,1,ANSWER,kg71JNZGe1pOSKY_,Mercado Pago,mercado-pago,http://www.mercadopago.com,"['Meios de pagamentos eletrônicos', 'Problemas com o Atendimento', 'Ecommerce Local', 'Diversos', 'Equipamentos de Beleza e Estética']"
AEKRnHi81QxJLsaz,2022-04-11,Produto não chegou ,Santa Maria,RS,Produto não recebido,False,"Encomendei 4 cadeiras no site das americanas. O prazo de entrega foi sendo adiado e de uma hora para outra, constou como entregue no site. Mas não recebi os produtos.",complaint,0,COMPLAINT,AEKRnHi81QxJLsaz,Americanas Marketplace,americanas-marketplace,http://www.americanas.com.br,"['Marketplace', 'Higiene e Limpeza Pessoal', 'Higiene e limpeza doméstica', 'Higiene Bucal', 'Utilidades domésticas', 'Acessórios para Carros', 'Acessórios para Celulares, Tablets e Computadores', 'Óculos, Lentes e Acessórios', 'Relógios', 'Jóias e Relojoarias', 'Acessórios de Vestuário', 'Informática', 'Eletroeletrônicos', 'Eletrodomésticos', 'Cama, Mesa e Banho', 'Livros', 'Corpo e Banho', 'Corpo e Banho Infantil', 'Moda Feminina', 'Moda Masculina', 'Moda Infantil', 'Calçados Masculinos', 'Calçados Femininos', 'Calçados Infantis', 'Calçados Esportivos']"
FK9wUlJpVhkX-O7S,2022-04-11,Produto não chegou ,Santa Maria,RS,Produto não recebido,False,"Olá Isadora. Bom dia!

Já acionei a transportadora responsável por sua entrega para que possam verificar o ocorrido, vamos correr para resolvermos o seu problema o mais rápido possível! Enviei maiores informações via mensagem privada. 

Qualquer dúvida estamos à disposição.

Atenciosamente, 
Tamires Silva
Atendimento Especial  Americanas Marketplace
AE | Reclame Aqui - Americanas Marketplace
Segunda a Sexta das 08:00hs às 17:30hs",interaction,1,ANSWER,AEKRnHi81QxJLsaz,Americanas Marketplace,americanas-marketplace,http://www.americanas.com.br,"['Marketplace', 'Higiene e Limpeza Pessoal', 'Higiene e limpeza doméstica', 'Higiene Bucal', 'Utilidades domésticas', 'Acessórios para Carros', 'Acessórios para Celulares, Tablets e Computadores', 'Óculos, Lentes e Acessórios', 'Relógios', 'Jóias e Relojoarias', 'Acessórios de Vestuário', 'Informática', 'Eletroeletrônicos', 'Eletrodomésticos', 'Cama, Mesa e Banho', 'Livros', 'Corpo e Banho', 'Corpo e Banho Infantil', 'Moda Feminina', 'Moda Masculina', 'Moda Infantil', 'Calçados Masculinos', 'Calçados Femininos', 'Calçados Infantis', 'Calçados Esportivos']"
